plant_part_name,ferc_acct,utility_id_pudl,plant_id_pudl,utility_name_ferc1,row_literal,utility_id_ferc1,report_year,spplmnt_num,row_number,row_seq,row_prvlg,acct_num,plant_balance,total_life_avg,net_salvage_rate,depreciation_annual_rate,survivor_curve_type,remaining_life_avg,common
0,0,277,,"Puget Sound Energy, Inc.",Line 18,150,2017,3,18,18,,SNOQUALMIE #1,1576,45,-1,3.62,S1,25.6,
0,0,277,,"Puget Sound Energy, Inc.",Line 19,150,2017,3,19,19,,SNOQUALMIE #2,1594,45,-2,3.56,S1,25.6,
0,0,277,,"Puget Sound Energy, Inc.",Line 20,150,2017,3,20,20,,SNOQ PARK,9,45,-2,3.56,S1,25.6,
0,0,277,,"Puget Sound Energy, Inc.",Line 21,150,2017,3,21,21,,UPPER BAKER,2108,45,-4,1.97,S1,32.3,
0,0,277,,"Puget Sound Energy, Inc.",Line 22,150,2017,3,22,22,,TOTAL MISCELLANEOUS PT,13300,0,0,0,,0,
0,335,277,,"Puget Sound Energy, Inc.",Line 24,150,2017,3,24,24,,E3351 MISCELLANEOUS TS,0,0,0,0,,0,
0,335,277,,"Puget Sound Energy, Inc.",Line 25,150,2017,3,25,25,,LOWER BAKER,965,18,0,1.77,S4,13.9,
0,0,277,,"Puget Sound Energy, Inc.",Line 26,150,2017,3,26,26,,SNOQUALMIE #1,718,18,0,1.32,S4,14.9,
0,0,277,,"Puget Sound Energy, Inc.",Line 27,150,2017,3,27,27,,SNOQUALMIE #2,80,18,0,0.26,S4,14.7,
0,0,277,,"Puget Sound Energy, Inc.",Line 28,150,2017,3,28,28,,UPPER BAKER,712,18,0,10.36,S4,7.4,
0,0,277,,"Puget Sound Energy, Inc.",Line 29,150,2017,3,29,29,,TOTAL MISCELLANEOUS TS,2475,0,0,0,,0,
0,336,277,,"Puget Sound Energy, Inc.",Line 31,150,2017,3,31,31,,"E336 ROADS, RAILROADSS",0,0,0,0,,0,
0,336,277,,"Puget Sound Energy, Inc.",Line 32,150,2017,3,32,32,,LOWER BAKER,1588,75,-1,2.3,S0.5,38.8,
0,0,277,,"Puget Sound Energy, Inc.",Line 33,150,2017,3,33,33,,SNOQUALMIE #1,650,75,0,3.38,S0.5,26.7,
0,0,277,,"Puget Sound Energy, Inc.",Line 34,150,2017,3,34,34,,SNOQUALMIE #2,159,75,0,3.38,S0.5,26.8,
0,0,277,,"Puget Sound Energy, Inc.",Line 35,150,2017,3,35,35,,UPPER BAKER,2648,75,-2,2.53,S0.5,36.7,
0,0,277,,"Puget Sound Energy, Inc.",Line 36,150,2017,3,36,36,,"TOTAL ROADS, RAILROADS",5045,0,0,0,,0,
0,0,277,,"Puget Sound Energy, Inc.",Line 38,150,2017,3,38,38,,HYDROELE TOTL ABOVE,713907,0,0,0,,0,
0,0,277,,"Puget Sound Energy, Inc.",Line 39,150,2017,3,39,39,,TOTAL HYDROELEC,713907,0,0,0,,0,
0,0,277,,"Puget Sound Energy, Inc.",Line 41,150,2017,3,41,41,,OTHER PRODUCTION PLANT,0,0,0,0,,0,
0,340,277,,"Puget Sound Energy, Inc.",Line 42,150,2017,3,42,42,,E3401 PRD EASEMENTS,0,0,0,0,,0,
0,340,277,,"Puget Sound Energy, Inc.",Line 43,150,2017,3,43,43,,FREDONIA,222,0,-5,1.17,SQ,13.8,
0,0,277,,"Puget Sound Energy, Inc.",Line 44,150,2017,3,44,44,,TOTAL EASEMENTS,222,0,0,0,,0,
0,341,277,,"Puget Sound Energy, Inc.",Line 46,150,2017,3,46,46,,E3410  PRD STRUCTURES,0,0,0,0,,0,
0,341,277,,"Puget Sound Energy, Inc.",Line 47,150,2017,3,47,47,,CRYSTAL MOUNTAIN,811,55,-5,5.05,R4,11.7,
0,0,277,,"Puget Sound Energy, Inc.",Line 48,150,2017,3,48,48,,ENCOGEN,9259,55,-5,2.51,R4,16.6,
0,0,277,,"Puget Sound Energy, Inc.",Line 49,150,2017,3,49,49,,FERNDALE,5927,55,-5,2.28,R4,17.7,
0,0,277,,"Puget Sound Energy, Inc.",Line 50,150,2017,3,50,50,,FREDERICKSON,2854,55,-5,0.91,R4,13.7,
0,0,277,,"Puget Sound Energy, Inc.",Line 12,150,2017,4,12,12,,FREDERICKSON 1/APC,5774,55,-5,2.47,R4,25.2,
0,0,277,,"Puget Sound Energy, Inc.",Line 13,150,2017,4,13,13,,FREDONIA,5036,55,-5,1.8,R4,13.5,
0,0,277,,"Puget Sound Energy, Inc.",Line 14,150,2017,4,14,14,,GOLDENDALE,34452,55,-5,1.01,R4,27.3,
0,0,277,,"Puget Sound Energy, Inc.",Line 15,150,2017,4,15,15,,MINT FARM,11189,55,-5,2.59,R4,30.1,
0,0,277,,"Puget Sound Energy, Inc.",Line 16,150,2017,4,16,16,,SUMAS,3719,55,-5,1.49,R4,16.7,
0,0,277,,"Puget Sound Energy, Inc.",Line 17,150,2017,4,17,17,,WHITEHORN 2-3,1161,55,-5,2.83,R4,21.7,
0,341,277,,"Puget Sound Energy, Inc.",Line 18,150,2017,4,18,18,,E34101  PRD STRUCTURES,0,0,0,0,,0,
0,341,277,,"Puget Sound Energy, Inc.",Line 19,150,2017,4,19,19,,HOPKINS RIDGE,3413,55,-5,6.88,R4,13.7,
0,0,277,,"Puget Sound Energy, Inc.",Line 20,150,2017,4,20,20,,LOWER SNAKE RIVER,31394,55,-5,4.37,R4,20.7,
0,0,277,,"Puget Sound Energy, Inc.",Line 21,150,2017,4,21,21,,WILD HORSE,15120,55,-5,5.7,R4,14.7,
0,0,277,,"Puget Sound Energy, Inc.",Line 22,150,2017,4,22,22,,TOTAL STRUCTURES,130109,0,0,0,,0,
0,342,277,,"Puget Sound Energy, Inc.",Line 24,150,2017,4,24,24,,"E342 FUEL HOLDERS, PRS",0,0,0,0,,0,
0,342,277,,"Puget Sound Energy, Inc.",Line 25,150,2017,4,25,25,,CRYSTAL MOUNTAIN,476,45,-5,7.84,R3,11.6,
0,0,277,,"Puget Sound Energy, Inc.",Line 26,150,2017,4,26,26,,ENCOGEN,8122,45,-5,1.54,R3,15.8,
0,0,277,,"Puget Sound Energy, Inc.",Line 27,150,2017,4,27,27,,FERNDALE,418,45,-5,2.09,R3,17.5,
0,0,277,,"Puget Sound Energy, Inc.",Line 28,150,2017,4,28,28,,FREDERICKSON,3702,45,-5,0.56,R3,11.8,
0,0,277,,"Puget Sound Energy, Inc.",Line 29,150,2017,4,29,29,,FREDERICKSON 1/ APC,1805,45,-5,2.81,R3,23.6,
0,0,277,,"Puget Sound Energy, Inc.",Line 30,150,2017,4,30,30,,FREDONIA,3740,45,-5,3.27,R3,12.4,
0,0,277,,"Puget Sound Energy, Inc.",Line 31,150,2017,4,31,31,,GOLDENDALE,1888,45,-5,1.04,R3,25.7,
0,0,277,,"Puget Sound Energy, Inc.",Line 32,150,2017,4,32,32,,MINT FARM,1458,45,-5,2.71,R3,28.2,
0,0,277,,"Puget Sound Energy, Inc.",Line 33,150,2017,4,33,33,,SUMAS,3890,45,-5,0.99,R3,16.3,
0,0,277,,"Puget Sound Energy, Inc.",Line 34,150,2017,4,34,34,,WHITEHORN 2-3,134,45,-5,0.1,R3,20,
0,0,277,,"Puget Sound Energy, Inc.",Line 35,150,2017,4,35,35,,"TOTAL FUEL HOLDERS, PS",25633,0,0,0,,0,
0,344,277,,"Puget Sound Energy, Inc.",Line 37,150,2017,4,37,37,,E3440 GENERATORS,0,0,0,0,,0,
0,344,277,,"Puget Sound Energy, Inc.",Line 38,150,2017,4,38,38,,CRYSTAL MOUNTAIN,576,60,-5,3,R3,11.5,
0,0,277,,"Puget Sound Energy, Inc.",Line 39,150,2017,4,39,39,,FREDERICKSON,29941,60,-5,1.69,R3,13.3,
0,0,277,,"Puget Sound Energy, Inc.",Line 40,150,2017,4,40,40,,FREDONIA,99820,60,-5,2.77,R3,13.6,
0,0,277,,"Puget Sound Energy, Inc.",Line 41,150,2017,4,41,41,,WHITEHORN 2-3,34050,60,-5,0.65,R3,21.4,
0,344,277,,"Puget Sound Energy, Inc.",Line 42,150,2017,4,42,42,,E34401 GENERATORS,0,0,0,0,,0,
0,344,277,,"Puget Sound Energy, Inc.",Line 43,150,2017,4,43,43,,HOPKINS RIDGE,153720,40,-5,4.88,R2.5,13.2,
0,0,277,,"Puget Sound Energy, Inc.",Line 44,150,2017,4,44,44,,LOWER SNAKE RIVER,583463,40,-5,4.33,R2.5,19.8,
0,0,277,,"Puget Sound Energy, Inc.",Line 45,150,2017,4,45,45,,WILD HORSE,370345,40,-5,4.84,R2.5,14.1,
0,344,277,,"Puget Sound Energy, Inc.",Line 46,150,2017,4,46,46,,E3442 GENERATORS,0,0,0,0,,0,
0,344,277,,"Puget Sound Energy, Inc.",Line 47,150,2017,4,47,47,,ENCOGEN,74376,12,20,0.73,L0.5,5.7,
0,0,277,,"Puget Sound Energy, Inc.",Line 48,150,2017,4,48,48,,FREDERICKSON 1/APC,22756,12,20,11.53,L0.5,6.5,
0,0,277,,"Puget Sound Energy, Inc.",Line 49,150,2017,4,49,49,,FERNDALE,48656,12,20,1.59,L0.5,8.8,
0,0,277,,"Puget Sound Energy, Inc.",Line 50,150,2017,4,50,50,,GOLDENDALE,83613,12,20,8.56,L0.5,8.2,
0,0,277,,"Puget Sound Energy, Inc.",Line 12,150,2017,5,12,12,,MINT FARM,38031,12,20,8.96,L0.5,8,
0,0,277,,"Puget Sound Energy, Inc.",Line 13,150,2017,5,13,13,,SUMAS,26283,12,20,0.96,L0.5,7.8,
0,0,277,,"Puget Sound Energy, Inc.",Line 14,150,2017,5,14,14,,TOTAL GENERATORS,1565630,0,0,0,,0,
0,345,277,,"Puget Sound Energy, Inc.",Line 16,150,2017,5,16,16,,E345 ACCESSORY ELECTRT,0,0,0,0,,0,
0,345,277,,"Puget Sound Energy, Inc.",Line 17,150,2017,5,17,17,,CRYSTAL MOUNTAIN,407,45,-5,5.12,S1.5,11.4,
0,0,277,,"Puget Sound Energy, Inc.",Line 18,150,2017,5,18,18,,ENCOGEN,2109,45,-5,1.65,S1.5,15.3,
0,0,277,,"Puget Sound Energy, Inc.",Line 19,150,2017,5,19,19,,FERNDALE,3521,45,-5,2.11,S1.5,17.3,
0,0,277,,"Puget Sound Energy, Inc.",Line 20,150,2017,5,20,20,,FREDERICKSON,2852,45,-5,2.43,S1.5,13.4,
0,0,277,,"Puget Sound Energy, Inc.",Line 21,150,2017,5,21,21,,FREDERICKSON 1/APC,297,45,-5,2.99,S1.5,22.6,
0,0,277,,"Puget Sound Energy, Inc.",Line 22,150,2017,5,22,22,,FREDONIA,7188,45,-5,4.3,S1.5,13.5,
0,0,277,,"Puget Sound Energy, Inc.",Line 23,150,2017,5,23,23,,GOLDENDALE,9468,45,-5,1.08,S1.5,24.7,
0,0,277,,"Puget Sound Energy, Inc.",Line 24,150,2017,5,24,24,,MINT FARM,2824,45,-5,2.83,S1.5,27,
0,0,277,,"Puget Sound Energy, Inc.",Line 25,150,2017,5,25,25,,SUMAS,4376,45,-5,1.27,S1.5,16.1,
0,0,277,,"Puget Sound Energy, Inc.",Line 26,150,2017,5,26,26,,WHITEHORN 2-3,202,45,-5,0.99,S1.5,19.9,
0,345,277,,"Puget Sound Energy, Inc.",Line 27,150,2017,5,27,27,,E34501 ACCESSORY ELECT,0,0,0,0,,0,
0,345,277,,"Puget Sound Energy, Inc.",Line 28,150,2017,5,28,28,,HOPKINS RIDGE,13605,45,-5,4.79,S1.5,13.3,
0,0,277,,"Puget Sound Energy, Inc.",Line 29,150,2017,5,29,29,,LOWER SNAKE RIVER,68475,45,-5,4.27,S1.5,20,
0,0,277,,"Puget Sound Energy, Inc.",Line 30,150,2017,5,30,30,,WILD HORSE,36947,45,-5,4.79,S1.5,14.2,
0,0,277,,"Puget Sound Energy, Inc.",Line 31,150,2017,5,31,31,,TOTAL ACCESSORY ELECTT,152271,0,0,0,,0,
0,346,277,,"Puget Sound Energy, Inc.",Line 33,150,2017,5,33,33,,E346 MISCELLANEOUS POT,0,0,0,0,,0,
0,346,277,,"Puget Sound Energy, Inc.",Line 34,150,2017,5,34,34,,ENCOGEN,793,45,-5,5.68,S1.5,15.9,
0,0,277,,"Puget Sound Energy, Inc.",Line 35,150,2017,5,35,35,,FERNDALE,666,45,-5,2.11,S1.5,17.3,
0,0,277,,"Puget Sound Energy, Inc.",Line 36,150,2017,5,36,36,,FREDERICKSON,156,45,-5,0.27,S1.5,12.8,
0,0,277,,"Puget Sound Energy, Inc.",Line 37,150,2017,5,37,37,,FREDONIA,353,45,-5,2.23,S1.5,13.3,
0,0,277,,"Puget Sound Energy, Inc.",Line 38,150,2017,5,38,38,,GOLDENDALE,2134,45,-5,1.08,S1.5,24.7,
0,0,277,,"Puget Sound Energy, Inc.",Line 39,150,2017,5,39,39,,MINT FARM,717,45,-5,2.85,S1.5,27.1,
0,0,277,,"Puget Sound Energy, Inc.",Line 40,150,2017,5,40,40,,SUMAS,2154,45,-5,1.02,S1.5,16.1,
0,0,277,,"Puget Sound Energy, Inc.",Line 41,150,2017,5,41,41,,WHITEHORN 2-3,46,45,-5,2.54,S1.5,17.1,
0,346,277,,"Puget Sound Energy, Inc.",Line 42,150,2017,5,42,42,,E34601 MISC POWER PLT,0,0,0,0,,0,
0,346,277,,"Puget Sound Energy, Inc.",Line 43,150,2017,5,43,43,,HOPKINS RIDGE,479,50,-5,5.91,R2.5,13.5,
0,0,277,,"Puget Sound Energy, Inc.",Line 44,150,2017,5,44,44,,LOWER SNAKE RIVER,2820,50,-5,4.25,R2.5,20.1,
0,0,277,,"Puget Sound Energy, Inc.",Line 45,150,2017,5,45,45,,WILD HORSE,706,50,-5,5.62,R2.5,14.5,
0,0,277,,"Puget Sound Energy, Inc.",Line 46,150,2017,5,46,46,,TOTAL MISCELLANEOUS PT,11024,0,0,0,,0,
0,346,277,,"Puget Sound Energy, Inc.",Line 48,150,2017,5,48,48,,E3461 MISC TOOLS,0,0,0,0,,0,
0,346,277,,"Puget Sound Energy, Inc.",Line 49,150,2017,5,49,49,,CRYSTAL MOUNTAIN,10,15,0,19.91,L4,3.7,
0,0,277,,"Puget Sound Energy, Inc.",Line 50,150,2017,5,50,50,,ENCOGEN,413,15,0,9.16,L4,7.9,
0,0,277,,"Puget Sound Energy, Inc.",Line 12,150,2017,6,12,12,,FREDERICKSON,321,15,0,12.38,L4,6.4,
0,0,277,,"Puget Sound Energy, Inc.",Line 13,150,2017,6,13,13,,FREDERICKSON 1/APC,61,15,0,9.04,L4,7.8,
0,0,277,,"Puget Sound Energy, Inc.",Line 14,150,2017,6,14,14,,FREDONIA,537,15,0,16.06,L4,4.5,
0,0,277,,"Puget Sound Energy, Inc.",Line 15,150,2017,6,15,15,,GOLDENDALE,473,15,0,9.82,L4,9.4,
0,0,277,,"Puget Sound Energy, Inc.",Line 16,150,2017,6,16,16,,MINT FARM,449,15,0,9.34,L4,8.9,
0,0,277,,"Puget Sound Energy, Inc.",Line 17,150,2017,6,17,17,,SUMAS,331,15,0,9.85,L4,9.2,
0,0,277,,"Puget Sound Energy, Inc.",Line 18,150,2017,6,18,18,,WHITEHORN 2-3,267,15,0,10.72,L4,6.2,
0,346,277,,"Puget Sound Energy, Inc.",Line 19,150,2017,6,19,19,,E34611 MISC TOOLS,0,0,0,0,,0,
0,346,277,,"Puget Sound Energy, Inc.",Line 20,150,2017,6,20,20,,HOPKINS RIDGE,325,15,0,9.88,L4,7.1,
0,0,277,,"Puget Sound Energy, Inc.",Line 21,150,2017,6,21,21,,LOWER SNAKE RIVER,124,15,0,7.17,L4,12.8,
0,0,277,,"Puget Sound Energy, Inc.",Line 22,150,2017,6,22,22,,WILD HORSE,334,15,0,7.66,L4,11.2,
0,0,277,,"Puget Sound Energy, Inc.",Line 23,150,2017,6,23,23,,TOTAL MISC TOOLS,3645,0,0,0,,0,
0,347,277,,"Puget Sound Energy, Inc.",Line 25,150,2017,6,25,25,,E347 PRD ARO OTHER PRN,53576,0,0,0,,0,
0,347,277,,"Puget Sound Energy, Inc.",Line 26,150,2017,6,26,26,,TOTAL ARO,53576,0,0,0,,0,
0,348,277,,"Puget Sound Energy, Inc.",Line 28,150,2017,6,28,28,,E348 PRD Energy Storat,4376,20,0,4.99,S3,19.6,
0,348,277,,"Puget Sound Energy, Inc.",Line 29,150,2017,6,29,29,,TOTAL Energy Storage,4376,0,0,0,,0,
0,0,277,,"Puget Sound Energy, Inc.",Line 31,150,2017,6,31,31,,PRO PL TOTL ABOVE,1946484,0,0,0,,0,
0,0,277,,"Puget Sound Energy, Inc.",Line 32,150,2017,6,32,32,,TOTAL OTHER PRO PL,1946484,0,0,0,,0,
0,0,277,,"Puget Sound Energy, Inc.",Line 34,150,2017,6,34,34,,TRANSMISSION PLANT,0,0,0,0,,0,
0,350,277,,"Puget Sound Energy, Inc.",Line 35,150,2017,6,35,35,,E3501 EASEMENTS,18727,75,0,1.1,R4,64.6,
0,350,277,,"Puget Sound Energy, Inc.",Line 36,150,2017,6,36,36,,E35016 EASEMENTS,2499,75,0,1.41,R4,71.9,
0,350,277,,"Puget Sound Energy, Inc.",Line 37,150,2017,6,37,37,,E35017 EASEMENTS,20438,75,0,1.06,R4,51.9,
0,350,277,,"Puget Sound Energy, Inc.",Line 38,150,2017,6,38,38,,E3509 EASEMENTS,172,75,0,1.2,R4,64.3,
0,352,277,,"Puget Sound Energy, Inc.",Line 39,150,2017,6,39,39,,E352 STRUCTURES AND I,6295,65,-5,1.52,R4,47.7,
0,352,277,,"Puget Sound Energy, Inc.",Line 40,150,2017,6,40,40,,E3526 STR -SUBTRANS,1760,65,-5,1.6,R4,63.3,
0,352,277,,"Puget Sound Energy, Inc.",Line 41,150,2017,6,41,41,,E3527 STR -HVD RECLAS,2256,65,-5,1.32,R4,40.2,
0,352,277,,"Puget Sound Energy, Inc.",Line 42,150,2017,6,42,42,,E3529 STR - GIF,1956,65,-5,1.51,R4,59.6,
0,353,277,,"Puget Sound Energy, Inc.",Line 43,150,2017,6,43,43,,E353 STATION EQUIPMEN,322816,45,-10,2.31,R1.5,35.1,
0,353,277,,"Puget Sound Energy, Inc.",Line 44,150,2017,6,44,44,,E353.6 ST EQ - SUBTR,573,45,-10,2.45,R1.5,42.4,
0,353,277,,"Puget Sound Energy, Inc.",Line 45,150,2017,6,45,45,,E3537 ST EQ - HVD REC,195971,45,-10,2.49,R1.5,30.6,
0,353,277,,"Puget Sound Energy, Inc.",Line 46,150,2017,6,46,46,,E3538 ST EQ - LIF,405,45,-10,2.46,R1.5,25.2,
0,353,277,,"Puget Sound Energy, Inc.",Line 47,150,2017,6,47,47,,E3539 ST EQ - GIF,129598,45,-10,2.08,R1.5,38.6,
0,354,277,,"Puget Sound Energy, Inc.",Line 48,150,2017,6,48,48,,E354 TOWERS AND FIXTU,90563,75,-15,1.25,R4,53.4,
0,354,277,,"Puget Sound Energy, Inc.",Line 49,150,2017,6,49,49,,E3547 T & F HVD RECL,1507,75,-15,1.12,R4,49.4,
0,354,277,,"Puget Sound Energy, Inc.",Line 50,150,2017,6,50,50,,E3549 T& F - GIF,133,75,-15,0.46,R4,70.7,
0,355,277,,"Puget Sound Energy, Inc.",Line 12,150,2017,7,12,12,,E355 POLES AND FIXTUR,98254,43,-40,3.04,R1,35.3,
0,355,277,,"Puget Sound Energy, Inc.",Line 13,150,2017,7,13,13,,E3556 P & F - SUBTRAN,93992,43,-40,3.25,R1,41.2,
0,355,277,,"Puget Sound Energy, Inc.",Line 14,150,2017,7,14,14,,E3557 P&F - HVD RECL,168684,43,-40,3.4,R1,33,
0,355,277,,"Puget Sound Energy, Inc.",Line 15,150,2017,7,15,15,,E3559  P & F - GIF,8879,43,-40,3.09,R1,37.6,
0,356,277,,"Puget Sound Energy, Inc.",Line 16,150,2017,7,16,16,,E356 OVERHEAD CONDUCT,141673,60,-10,1.29,R2.5,42.8,
0,356,277,,"Puget Sound Energy, Inc.",Line 17,150,2017,7,17,17,,E3566 OH CON - SUBTR,34338,60,-10,1.81,R2.5,57.6,
0,356,277,,"Puget Sound Energy, Inc.",Line 18,150,2017,7,18,18,,E3567 OH CON - HVD,131774,60,-10,1.31,R2.5,43.4,
0,356,277,,"Puget Sound Energy, Inc.",Line 19,150,2017,7,19,19,,E3569 OH CON - GIF,6270,60,-10,1.6,R2.5,52.7,
0,357,277,,"Puget Sound Energy, Inc.",Line 20,150,2017,7,20,20,,E3577 U/G CONDUIT-HVD,701,55,0,2.55,R4,18.2,
0,357,277,,"Puget Sound Energy, Inc.",Line 21,150,2017,7,21,21,,E3579 U/G CONDUIT-GIF,510,55,0,1.73,R4,44.8,
0,358,277,,"Puget Sound Energy, Inc.",Line 22,150,2017,7,22,22,,E3587 U/G CON/DV HVD,2933,55,0,0.74,R4,19.2,
0,358,277,,"Puget Sound Energy, Inc.",Line 23,150,2017,7,23,23,,E3589 U/G CON/DEV GIF,34024,55,0,1.55,R4,49,
0,359,277,,"Puget Sound Energy, Inc.",Line 24,150,2017,7,24,24,,E359 ROADS AND TRAILS,1340,65,0,1.4,R4,50.9,
0,359,277,,"Puget Sound Energy, Inc.",Line 25,150,2017,7,25,25,,E3597 R & T - HVD REC,568,65,0,1.68,R4,30.3,
0,359,277,,"Puget Sound Energy, Inc.",Line 26,150,2017,7,26,26,,E3599 ARO TRANS,3787,0,0,0,,0,
0,359,277,,"Puget Sound Energy, Inc.",Line 27,150,2017,7,27,27,,E35999 R & T - GIF,8,65,0,1.46,R4,40.2,
0,359,277,,"Puget Sound Energy, Inc.",Line 28,150,2017,7,28,28,,TOTAL TRANSMISSIO,1523404,0,0,0,,0,
0,0,277,,"Puget Sound Energy, Inc.",Line 30,150,2017,7,30,30,,DISTRIBUTION PLANT,0,0,0,0,,0,
0,360,277,,"Puget Sound Energy, Inc.",Line 31,150,2017,7,31,31,,E3601 DST EASEMENTS,6334,65,0,1.13,R4,43.4,
0,361,277,,"Puget Sound Energy, Inc.",Line 32,150,2017,7,32,32,,E3610 DST STRUCTURES,8019,60,-10,1.76,R2,45.9,
0,362,277,,"Puget Sound Energy, Inc.",Line 33,150,2017,7,33,33,,E3620 STATION EQUIPMET,451074,52,-15,2.04,S0,42.3,
0,363,277,,"Puget Sound Energy, Inc.",Line 34,150,2017,7,34,34,,E363 BATTERY STORAGE T,1048,20,0,4.99,S3,19.6,
0,364,277,,"Puget Sound Energy, Inc.",Line 35,150,2017,7,35,35,,"E364 POLES, TOWERS AN",366620,46,-50,3.14,R1.5,34.1,
0,365,277,,"Puget Sound Energy, Inc.",Line 36,150,2017,7,36,36,,E365 OVERHEAD CONDUCT,446004,38,-25,3.74,R2.5,25.6,
0,366,277,,"Puget Sound Energy, Inc.",Line 37,150,2017,7,37,37,,E366 UNDERGROUND COND,708531,55,-10,1.77,R3,40.2,
0,367,277,,"Puget Sound Energy, Inc.",Line 38,150,2017,7,38,38,,E367 UNDERGROUND COND,918878,38,-40,3.93,R2.5,25.3,
0,368,277,,"Puget Sound Energy, Inc.",Line 39,150,2017,7,39,39,,E368 LINE TRANSFORMER,481753,44,-50,4.06,R2,27.3,
0,369,277,,"Puget Sound Energy, Inc.",Line 40,150,2017,7,40,40,,E369 SERVICES,185266,55,-60,3.15,R3,30.5,
0,370,277,,"Puget Sound Energy, Inc.",Line 41,150,2017,7,41,41,,E370 METERS,153129,20,-10,8.34,L1,10.2,
0,370,277,,"Puget Sound Energy, Inc.",Line 42,150,2017,7,42,42,,E3701 AMI METERS,38,20,-10,5.5,S2.5,20,
0,373,277,,"Puget Sound Energy, Inc.",Line 43,150,2017,7,43,43,,E373 STREET LIGHTING,55229,31,-15,4.75,S0.5,16.8,
0,374,277,,"Puget Sound Energy, Inc.",Line 44,150,2017,7,44,44,,E374 DST ARO DISTRIBUN,3412,0,0,0,,0,
0,374,277,,"Puget Sound Energy, Inc.",Line 45,150,2017,7,45,45,,TOTAL DISTRIBUTIO,3785335,0,0,0,,0,
0,0,277,,"Puget Sound Energy, Inc.",Line 47,150,2017,7,47,47,,GENERAL PLANT,0,0,0,0,,0,
0,390,277,,"Puget Sound Energy, Inc.",Line 48,150,2017,7,48,48,,E390 STRUCTURES & IMP,0,0,0,0,,0,
0,390,277,,"Puget Sound Energy, Inc.",Line 49,150,2017,7,49,49,,OTHER,45802,45,-5,0.95,S1.5,34.5,
0,0,277,,"Puget Sound Energy, Inc.",Line 50,150,2017,7,50,50,,SKAGIT,20918,75,-5,1.79,S1.5,38.4,
0,391,277,,"Puget Sound Energy, Inc.",Line 12,150,2017,8,12,12,,E3911 OFFICE FURNITUR,4253,20,0,5,SQ,10.1,
0,391,277,,"Puget Sound Energy, Inc.",Line 13,150,2017,8,13,13,,E3912 OFFICE FURNITUR,22603,5,0,20,SQ,1.9,
0,392,277,,"Puget Sound Energy, Inc.",Line 14,150,2017,8,14,14,,E392 TRANSPORTATION E,9417,12,10,5.25,L3,6.2,
0,393,277,,"Puget Sound Energy, Inc.",Line 15,150,2017,8,15,15,,E393 STORES EQUIPMENT,171,20,0,5,SQ,16.1,
0,394,277,,"Puget Sound Energy, Inc.",Line 16,150,2017,8,16,16,,"E394 TOOLS, SHOP & GAT",11608,20,0,5,SQ,15.2,
0,395,277,,"Puget Sound Energy, Inc.",Line 17,150,2017,8,17,17,,E395 LABORATORY EQUIP,8009,20,0,5,SQ,9.9,
0,396,277,,"Puget Sound Energy, Inc.",Line 18,150,2017,8,18,18,,E396 POWER OPERATED E,6223,14,10,6.58,L3,7.5,
0,397,277,,"Puget Sound Energy, Inc.",Line 19,150,2017,8,19,19,,E397 COMMUNICATION EQ,90951,15,0,6.67,SQ,9.7,
0,398,277,,"Puget Sound Energy, Inc.",Line 20,150,2017,8,20,20,,E398 MISCELLANEOUS EQ,277,15,0,6.67,SQ,9.7,
0,398,277,,"Puget Sound Energy, Inc.",Line 21,150,2017,8,21,21,,TOTAL GENERAL PLA,220232,0,0,0,,0,
0,0,277,,"Puget Sound Energy, Inc.",Line 23,150,2017,8,23,23,,ELE PLNT (EX LAND) TL,9719590,0,0,0,,0,
0,0,284,,San Diego Gas & Electric Company,Line 12,155,2017,0,12,12,,STEAM PRODUCTION,0,0,0,0,,0,
STEAM PRODUCTION,311,284,,San Diego Gas & Electric Company,Line 13,155,2017,0,13,13,,311-Desert Star,29031,0,0,0,,0,
STEAM PRODUCTION,311,284,,San Diego Gas & Electric Company,Line 14,155,2017,0,14,14,,311-Palomar,59382,0,0,0,,0,
STEAM PRODUCTION,312,284,,San Diego Gas & Electric Company,Line 15,155,2017,0,15,15,,312-Desert Star,51804,0,0,0,,0,
STEAM PRODUCTION,312,284,,San Diego Gas & Electric Company,Line 16,155,2017,0,16,16,,312-Palomar,106991,0,0,0,,0,
STEAM PRODUCTION,314,284,,San Diego Gas & Electric Company,Line 17,155,2017,0,17,17,,314-Desert Star,14413,0,0,0,,0,
STEAM PRODUCTION,314,284,,San Diego Gas & Electric Company,Line 18,155,2017,0,18,18,,314-Palomar,116387,0,0,0,,0,
STEAM PRODUCTION,315,284,,San Diego Gas & Electric Company,Line 19,155,2017,0,19,19,,315-Desert Star,46363,0,0,0,,0,
STEAM PRODUCTION,315,284,,San Diego Gas & Electric Company,Line 20,155,2017,0,20,20,,315-Palomar,37254,0,0,0,,0,
STEAM PRODUCTION,316,284,,San Diego Gas & Electric Company,Line 21,155,2017,0,21,21,,316-Desert Star,4723,0,0,0,,0,
STEAM PRODUCTION,316,284,,San Diego Gas & Electric Company,Line 22,155,2017,0,22,22,,316-Palomar,43205,0,0,0,,0,
0,316,284,,San Diego Gas & Electric Company,Line 23,155,2017,0,23,23,,SUBTOTAL,509553,0,0,0,,0,
0,0,284,,San Diego Gas & Electric Company,Line 25,155,2017,0,25,25,,OTHER PRODUCTION,0,0,0,0,,0,
